"ano","semestre","regiao_geografica","complexo_portuario","perfil_da_carga","grupo_de_mercadoria","1201","202","203","201","ano_semestre","periodo"
2017,"2º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1543933.277,0,0,0,"2017-S2º Semestre","Pós-2017"
2014,"2º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1536044,0,0,0,"2014-S2º Semestre","Pré-2017"
2024,"2º Semestre","Norte","Vila do Conde - Belém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1526604.119,0,0,0,"2024-S2º Semestre","Pós-2017"
2016,"2º Semestre","Sul","Paranaguá - Antonina","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1520909.423,0,0,0,"2016-S2º Semestre","Pré-2017"
2019,"2º Semestre","Norte","Vila do Conde - Belém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1518596.131,0,0,0,"2019-S2º Semestre","Pós-2017"
2014,"1º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1518040,0,0,0,"2014-S1º Semestre","Pré-2017"
2019,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1475865.196,0,0,0,"2019-S2º Semestre","Pós-2017"
2012,"2º Semestre","Sul","Rio Grande","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1462787.164,0,0,0,"2012-S2º Semestre","Pré-2017"
2015,"2º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1457284.695,0,0,0,"2015-S2º Semestre","Pré-2017"
2011,"1º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1419790.149,0,0,0,"2011-S1º Semestre","Pré-2017"
2013,"2º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1417386,0,0,0,"2013-S2º Semestre","Pré-2017"
2010,"1º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1415376.5,0,0,0,"2010-S1º Semestre","Pré-2017"
2015,"2º Semestre","Sul","São Francisco do Sul","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1411988.664,0,0,0,"2015-S2º Semestre","Pré-2017"
2022,"2º Semestre","Norte","Vila do Conde - Belém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1411660.336,0,0,0,"2022-S2º Semestre","Pós-2017"
2018,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1410544.434,0,0,0,"2018-S1º Semestre","Pós-2017"
2012,"1º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1384516,0,0,0,"2012-S1º Semestre","Pré-2017"
2018,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1376863.875,0,0,0,"2018-S2º Semestre","Pós-2017"
2017,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1367780.05,0,0,0,"2017-S1º Semestre","Pós-2017"
2011,"2º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1360462,0,0,0,"2011-S2º Semestre","Pré-2017"
2012,"2º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1360171,0,0,0,"2012-S2º Semestre","Pré-2017"
2025,"1º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1328860.028,0,0,0,"2025-S1º Semestre","Pós-2017"
2015,"2º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1322339.486,0,0,0,"2015-S2º Semestre","Pré-2017"
2021,"2º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1319962.57,0,0,0,"2021-S2º Semestre","Pós-2017"
2014,"2º Semestre","Sul","Paranaguá - Antonina","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1318165.816,0,0,0,"2014-S2º Semestre","Pré-2017"
2014,"2º Semestre","Sudeste","Santos","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1307976.907,0,0,0,"2014-S2º Semestre","Pré-2017"
2012,"1º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1275301.33,0,0,0,"2012-S1º Semestre","Pré-2017"
2014,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1259882.106,0,0,0,"2014-S1º Semestre","Pré-2017"
2022,"1º Semestre","Sul","Rio Grande","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1256714.141,0,0,0,"2022-S1º Semestre","Pós-2017"
2011,"2º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1254191.525,0,0,0,"2011-S2º Semestre","Pré-2017"
2013,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1247927.132,0,0,0,"2013-S1º Semestre","Pré-2017"
2012,"2º Semestre","Sudeste","Santos","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1241476.928,0,0,0,"2012-S2º Semestre","Pré-2017"
2015,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1238877.716,0,0,0,"2015-S1º Semestre","Pré-2017"
2020,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1234420.958,0,0,0,"2020-S1º Semestre","Pós-2017"
2011,"1º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1186677.565,0,0,0,"2011-S1º Semestre","Pré-2017"
2015,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1186405.507,0,0,0,"2015-S2º Semestre","Pré-2017"
2011,"1º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1143439,0,0,0,"2011-S1º Semestre","Pré-2017"
2014,"1º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1123773.37,0,0,0,"2014-S1º Semestre","Pré-2017"
2016,"2º Semestre","Sul","São Francisco do Sul","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1112584.45,0,0,0,"2016-S2º Semestre","Pré-2017"
2012,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1111559.936,0,0,0,"2012-S1º Semestre","Pré-2017"
2010,"2º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1101569,0,0,0,"2010-S2º Semestre","Pré-2017"
2014,"2º Semestre","Sul","São Francisco do Sul","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1100333,0,0,0,"2014-S2º Semestre","Pré-2017"
2013,"2º Semestre","Sul","São Francisco do Sul","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1096093.608,0,0,0,"2013-S2º Semestre","Pré-2017"
2025,"1º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1094805.095,0,0,0,"2025-S1º Semestre","Pós-2017"
2016,"2º Semestre","Sudeste","Santos","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1083532.138,0,0,0,"2016-S2º Semestre","Pré-2017"
2011,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1044490.926,0,0,0,"2011-S2º Semestre","Pré-2017"
2010,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1030352.383,0,0,0,"2010-S1º Semestre","Pré-2017"
2016,"1º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1021469.084,0,0,0,"2016-S1º Semestre","Pré-2017"
2016,"2º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1019633.274,0,0,0,"2016-S2º Semestre","Pré-2017"
2010,"2º Semestre","Sudeste","Santos","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1008964.338,0,0,0,"2010-S2º Semestre","Pré-2017"
2011,"1º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1008190.125,0,0,0,"2011-S1º Semestre","Pré-2017"
2012,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",999496.072,0,0,0,"2012-S2º Semestre","Pré-2017"
2016,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",983066.037,0,0,0,"2016-S1º Semestre","Pré-2017"
2010,"2º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",963779.98,0,0,0,"2010-S2º Semestre","Pré-2017"
2010,"1º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",961609,0,0,0,"2010-S1º Semestre","Pré-2017"
2023,"1º Semestre","Centro-Oeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",957891.19,0,0,0,"2023-S1º Semestre","Pós-2017"
2017,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",946397.68,0,0,0,"2017-S2º Semestre","Pós-2017"
2022,"2º Semestre","Sul","São Francisco do Sul","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",936199.36,0,0,0,"2022-S2º Semestre","Pós-2017"
2013,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",874506.977,0,0,0,"2013-S2º Semestre","Pré-2017"
2014,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",872551.743,0,0,0,"2014-S2º Semestre","Pré-2017"
2020,"2º Semestre","Norte","Vila do Conde - Belém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",854330.099,0,0,0,"2020-S2º Semestre","Pós-2017"
2011,"2º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",842299.649,0,0,0,"2011-S2º Semestre","Pré-2017"
2014,"2º Semestre","Norte","Vila do Conde - Belém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",821830.286,0,0,0,"2014-S2º Semestre","Pré-2017"
2015,"1º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",804354.553999999,0,0,0,"2015-S1º Semestre","Pré-2017"
2023,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",801619.413,0,0,0,"2023-S2º Semestre","Pós-2017"
2014,"2º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",798164.164,0,0,0,"2014-S2º Semestre","Pré-2017"
2010,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",793927,0,0,0,"2010-S2º Semestre","Pré-2017"
2022,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",790698.348999999,0,0,0,"2022-S2º Semestre","Pós-2017"
2012,"2º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",771261.599,0,0,0,"2012-S2º Semestre","Pré-2017"
2019,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",761711.394999999,0,0,0,"2019-S2º Semestre","Pós-2017"
2014,"2º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",759782.241,0,0,0,"2014-S2º Semestre","Pré-2017"
2010,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",753651.291000001,0,0,0,"2010-S2º Semestre","Pré-2017"
2016,"2º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",748771.097,0,0,0,"2016-S2º Semestre","Pré-2017"
2025,"1º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",748261.566,0,0,0,"2025-S1º Semestre","Pós-2017"
2012,"2º Semestre","Sul","São Francisco do Sul","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",732957.339,0,0,0,"2012-S2º Semestre","Pré-2017"
2011,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",704345.526,0,0,0,"2011-S1º Semestre","Pré-2017"
2016,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",700427.55,0,0,0,"2016-S1º Semestre","Pré-2017"
2013,"2º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",700114.71,0,0,0,"2013-S2º Semestre","Pré-2017"
2012,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",698543.422,0,0,0,"2012-S2º Semestre","Pré-2017"
2025,"1º Semestre","Nordeste","Itaqui","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",698065.486,0,0,0,"2025-S1º Semestre","Pós-2017"
2011,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",695211.721,0,0,0,"2011-S2º Semestre","Pré-2017"
2023,"2º Semestre","Centro-Oeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",670448.823,0,0,0,"2023-S2º Semestre","Pós-2017"
2016,"2º Semestre","Norte","Manaus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",663006.265,0,0,0,"2016-S2º Semestre","Pré-2017"
2024,"1º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",658752.555,0,0,0,"2024-S1º Semestre","Pós-2017"
2021,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",633385.232,0,0,0,"2021-S2º Semestre","Pós-2017"
2023,"1º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",633313.887,0,0,0,"2023-S1º Semestre","Pós-2017"
2012,"2º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",609454.084,0,0,0,"2012-S2º Semestre","Pré-2017"
2017,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",601557.36,0,0,0,"2017-S1º Semestre","Pós-2017"
2024,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",601021.9,0,0,0,"2024-S2º Semestre","Pós-2017"
2018,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",597930.512,0,0,0,"2018-S2º Semestre","Pós-2017"
2025,"1º Semestre","Sul","São Francisco do Sul","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",590019.62,0,0,0,"2025-S1º Semestre","Pós-2017"
2015,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",587027.286,0,0,0,"2015-S2º Semestre","Pré-2017"
2015,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",571555.798,0,0,0,"2015-S2º Semestre","Pré-2017"
2014,"1º Semestre","Norte","Vila do Conde - Belém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",558612.838,0,0,0,"2014-S1º Semestre","Pré-2017"
2010,"2º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",554322.948,0,0,0,"2010-S2º Semestre","Pré-2017"
2018,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",554225.51,0,0,0,"2018-S1º Semestre","Pós-2017"
2013,"2º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",530630.732,0,0,0,"2013-S2º Semestre","Pré-2017"
2016,"2º Semestre","Norte","Vila do Conde - Belém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",522516.615,0,0,0,"2016-S2º Semestre","Pré-2017"
2015,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",513432.764,0,0,0,"2015-S1º Semestre","Pré-2017"
2023,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",510910.21,0,0,0,"2023-S2º Semestre","Pós-2017"
2019,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",506567.717,0,0,0,"2019-S2º Semestre","Pós-2017"
2014,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",501444.762,0,0,0,"2014-S2º Semestre","Pré-2017"
2011,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",495621.226,0,0,0,"2011-S2º Semestre","Pré-2017"
2020,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",492125.789,0,0,0,"2020-S2º Semestre","Pós-2017"
2025,"1º Semestre","Sul","Rio Grande","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",488878.963,0,0,0,"2025-S1º Semestre","Pós-2017"
2017,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",488576.294,0,0,0,"2017-S2º Semestre","Pós-2017"
2018,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",485220.451,0,0,0,"2018-S2º Semestre","Pós-2017"
2020,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",483633.26,0,0,0,"2020-S2º Semestre","Pós-2017"
2020,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",481909.516,0,0,0,"2020-S2º Semestre","Pós-2017"
2010,"1º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",479012.568,0,0,0,"2010-S1º Semestre","Pré-2017"
2020,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",470802.65,0,0,0,"2020-S1º Semestre","Pós-2017"
2016,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",470295.21,0,0,0,"2016-S1º Semestre","Pré-2017"
2018,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",452364.367,0,0,0,"2018-S2º Semestre","Pós-2017"
2017,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",450973.826,0,0,0,"2017-S1º Semestre","Pós-2017"
2023,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",449188.05,0,0,0,"2023-S2º Semestre","Pós-2017"
2024,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",428159.37,0,0,0,"2024-S1º Semestre","Pós-2017"
2023,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",422368.338,0,0,0,"2023-S1º Semestre","Pós-2017"
2018,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",416301.933,0,0,0,"2018-S1º Semestre","Pós-2017"
2016,"2º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",416056.132,0,0,0,"2016-S2º Semestre","Pré-2017"
2024,"1º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",413243.486,0,0,0,"2024-S1º Semestre","Pós-2017"
2020,"1º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",412480.4,0,0,0,"2020-S1º Semestre","Pós-2017"
