"ano","semestre","regiao_geografica","complexo_portuario","perfil_da_carga","grupo_de_mercadoria","1201","202","203","201","ano_semestre","periodo"
2020,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",411079.432,0,0,0,"2020-S1º Semestre","Pós-2017"
2019,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",410967.302,0,0,0,"2019-S2º Semestre","Pós-2017"
2021,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",406602.528,0,0,0,"2021-S1º Semestre","Pós-2017"
2019,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",406156.19,0,0,0,"2019-S1º Semestre","Pós-2017"
2023,"1º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",405529.55,0,0,0,"2023-S1º Semestre","Pós-2017"
2021,"1º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",402382.72,0,0,0,"2021-S1º Semestre","Pós-2017"
2018,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",400703.165,0,0,0,"2018-S2º Semestre","Pós-2017"
2022,"1º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",399766.567,0,0,0,"2022-S1º Semestre","Pós-2017"
2014,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",396932.616,0,0,0,"2014-S1º Semestre","Pré-2017"
2025,"1º Semestre","Nordeste","Aratu - Salvador","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",392045.924,0,0,0,"2025-S1º Semestre","Pós-2017"
2017,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",391070.294,0,0,0,"2017-S2º Semestre","Pós-2017"
2017,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",389294.271,0,0,0,"2017-S2º Semestre","Pós-2017"
2013,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",388879.272,0,0,0,"2013-S2º Semestre","Pré-2017"
2018,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",383016.412,0,0,0,"2018-S1º Semestre","Pós-2017"
2014,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",370061.232,0,0,0,"2014-S2º Semestre","Pré-2017"
2019,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",359613.17,0,0,0,"2019-S1º Semestre","Pós-2017"
2016,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",359300.68,0,0,0,"2016-S2º Semestre","Pré-2017"
2012,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",355633.515,0,0,0,"2012-S2º Semestre","Pré-2017"
2022,"1º Semestre","Norte","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",346989.95,0,0,0,"2022-S1º Semestre","Pós-2017"
2019,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",340423.315,0,0,0,"2019-S2º Semestre","Pós-2017"
2017,"1º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",340241.761000001,0,0,0,"2017-S1º Semestre","Pós-2017"
2021,"1º Semestre","Norte","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",338167.641,0,0,0,"2021-S1º Semestre","Pós-2017"
2014,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",334724.29,0,0,0,"2014-S1º Semestre","Pré-2017"
2021,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",330150.66,0,0,0,"2021-S1º Semestre","Pós-2017"
2017,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",324597.048,0,0,0,"2017-S1º Semestre","Pós-2017"
2013,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",324444.94,0,0,0,"2013-S2º Semestre","Pré-2017"
2021,"1º Semestre","Centro-Oeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",320845.166,0,0,0,"2021-S1º Semestre","Pós-2017"
2024,"1º Semestre","Norte","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",316264.82,0,0,0,"2024-S1º Semestre","Pós-2017"
2013,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",315919.98,0,0,0,"2013-S1º Semestre","Pré-2017"
2019,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",313025.03,0,0,0,"2019-S2º Semestre","Pós-2017"
2017,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",307555.394,0,0,0,"2017-S2º Semestre","Pós-2017"
2020,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",306985.53,0,0,0,"2020-S2º Semestre","Pós-2017"
2024,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",301195.796,0,0,0,"2024-S2º Semestre","Pós-2017"
2021,"1º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",298204.088,0,0,0,"2021-S1º Semestre","Pós-2017"
2022,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",294359.435,0,0,0,"2022-S2º Semestre","Pós-2017"
2020,"1º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",293009.582,0,0,0,"2020-S1º Semestre","Pós-2017"
2011,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",281296.85,0,0,0,"2011-S1º Semestre","Pré-2017"
2011,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",274814.81,0,0,0,"2011-S2º Semestre","Pré-2017"
2014,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",270993.746,0,0,0,"2014-S2º Semestre","Pré-2017"
2016,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",266065.372,0,0,0,"2016-S1º Semestre","Pré-2017"
2023,"1º Semestre","Norte","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",263688.235,0,0,0,"2023-S1º Semestre","Pós-2017"
2016,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",261276.686,0,0,0,"2016-S2º Semestre","Pré-2017"
2018,"1º Semestre","Centro-Oeste","Corumbá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",260418.807,0,0,0,"2018-S1º Semestre","Pós-2017"
2023,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",259566.683,0,0,0,"2023-S2º Semestre","Pós-2017"
2016,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",257940.194,0,0,0,"2016-S2º Semestre","Pré-2017"
2010,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",255565.69,0,0,0,"2010-S1º Semestre","Pré-2017"
2022,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",253145.8,0,0,0,"2022-S2º Semestre","Pós-2017"
2019,"1º Semestre","Centro-Oeste","Corumbá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",251853.004,0,0,0,"2019-S1º Semestre","Pós-2017"
2019,"2º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",251197.498,0,0,0,"2019-S2º Semestre","Pós-2017"
2016,"1º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",250950.868,0,0,0,"2016-S1º Semestre","Pré-2017"
2018,"2º Semestre","Centro-Oeste","Corumbá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",246063.206,0,0,0,"2018-S2º Semestre","Pós-2017"
2021,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",243783.11,0,0,0,"2021-S2º Semestre","Pós-2017"
2024,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",243574.52,0,0,0,"2024-S1º Semestre","Pós-2017"
2023,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",238592.296,0,0,0,"2023-S2º Semestre","Pós-2017"
2015,"2º Semestre","Norte","Porto Velho","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",223117.313,0,0,0,"2015-S2º Semestre","Pré-2017"
2022,"1º Semestre","Centro-Oeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",221451.952,0,0,0,"2022-S1º Semestre","Pós-2017"
2010,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",219946.525,0,0,0,"2010-S2º Semestre","Pré-2017"
2021,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",213574.849,0,0,0,"2021-S2º Semestre","Pós-2017"
2023,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",205737.866,0,0,0,"2023-S2º Semestre","Pós-2017"
2021,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",200298.826,0,0,0,"2021-S1º Semestre","Pós-2017"
2014,"1º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",197353.985,0,0,0,"2014-S1º Semestre","Pré-2017"
2019,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",196407.699,0,0,0,"2019-S1º Semestre","Pós-2017"
2016,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",182921.66,0,0,0,"2016-S2º Semestre","Pré-2017"
2014,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",178849.81,0,0,0,"2014-S2º Semestre","Pré-2017"
2012,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",176000.07,0,0,0,"2012-S1º Semestre","Pré-2017"
2022,"1º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",173921.906,0,0,0,"2022-S1º Semestre","Pós-2017"
2014,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",168915.38,0,0,0,"2014-S2º Semestre","Pré-2017"
2021,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",165391.631,0,0,0,"2021-S2º Semestre","Pós-2017"
2020,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",162778.081,0,0,0,"2020-S1º Semestre","Pós-2017"
2025,"1º Semestre","Sudeste","Vitória","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",162369.131,0,0,0,"2025-S1º Semestre","Pós-2017"
2013,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",158575.215,0,0,0,"2013-S2º Semestre","Pré-2017"
2015,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",158491.87,0,0,0,"2015-S2º Semestre","Pré-2017"
2022,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",158358.952,0,0,0,"2022-S1º Semestre","Pós-2017"
2023,"2º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",157148.771,0,0,0,"2023-S2º Semestre","Pós-2017"
2015,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",153164.151,0,0,0,"2015-S1º Semestre","Pré-2017"
2020,"1º Semestre","Sudeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",136322.99,0,0,0,"2020-S1º Semestre","Pós-2017"
2017,"1º Semestre","Centro-Oeste","Corumbá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",136237.528,0,0,0,"2017-S1º Semestre","Pós-2017"
2015,"2º Semestre","Nordeste","Aracajú","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",134639.488,0,0,0,"2015-S2º Semestre","Pré-2017"
2023,"2º Semestre","Nordeste","Aracajú","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",123893.646,0,0,0,"2023-S2º Semestre","Pós-2017"
2014,"1º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",122979.596,0,0,0,"2014-S1º Semestre","Pré-2017"
2024,"1º Semestre","Centro-Oeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",122758.416,0,0,0,"2024-S1º Semestre","Pós-2017"
2021,"1º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",121658.772,0,0,0,"2021-S1º Semestre","Pós-2017"
2018,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",118330.74,0,0,0,"2018-S2º Semestre","Pós-2017"
2024,"2º Semestre","Sudeste","São João da Barra","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",115050.32,0,0,0,"2024-S2º Semestre","Pós-2017"
2017,"2º Semestre","Norte","Santarém","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",111784.32,0,0,0,"2017-S2º Semestre","Pós-2017"
2025,"1º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",111335.282,0,0,0,"2025-S1º Semestre","Pós-2017"
2010,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",104158.823,0,0,0,"2010-S2º Semestre","Pré-2017"
2010,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",103361.69,0,0,0,"2010-S2º Semestre","Pré-2017"
2021,"1º Semestre","Sudeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",102704.503,0,0,0,"2021-S1º Semestre","Pós-2017"
2018,"1º Semestre","Norte","Manaus","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",101436.102,0,0,0,"2018-S1º Semestre","Pós-2017"
2015,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",101011.88,0,0,0,"2015-S2º Semestre","Pré-2017"
2024,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",100235.277,0,0,0,"2024-S2º Semestre","Pós-2017"
2021,"1º Semestre","Norte","Manaus","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",99776.532,0,0,0,"2021-S1º Semestre","Pós-2017"
2022,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",95496.65,0,0,0,"2022-S2º Semestre","Pós-2017"
2023,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",95406.472,0,0,0,"2023-S1º Semestre","Pós-2017"
2025,"1º Semestre","Norte","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",93742.055,0,0,0,"2025-S1º Semestre","Pós-2017"
2025,"1º Semestre","Centro-Oeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",91459.724,0,0,0,"2025-S1º Semestre","Pós-2017"
2017,"1º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",89918.42,0,0,0,"2017-S1º Semestre","Pós-2017"
2024,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",89835.322,0,0,0,"2024-S2º Semestre","Pós-2017"
2018,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",89355.321,0,0,0,"2018-S2º Semestre","Pós-2017"
2021,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",88199.742,0,0,0,"2021-S2º Semestre","Pós-2017"
2025,"1º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",85993.126,0,0,0,"2025-S1º Semestre","Pós-2017"
2019,"1º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",79340.201,0,0,0,"2019-S1º Semestre","Pós-2017"
2022,"2º Semestre","Centro-Oeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",78232.274,0,0,0,"2022-S2º Semestre","Pós-2017"
2024,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",76657.926,0,0,0,"2024-S1º Semestre","Pós-2017"
2010,"1º Semestre","Sul","Rio Grande","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",73822.647,0,0,0,"2010-S1º Semestre","Pré-2017"
2023,"2º Semestre","Sudeste","São João da Barra","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",72447.5,0,0,0,"2023-S2º Semestre","Pós-2017"
2021,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",65280.71,0,0,0,"2021-S2º Semestre","Pós-2017"
2025,"1º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",64854.608,0,0,0,"2025-S1º Semestre","Pós-2017"
2020,"1º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",62877.559,0,0,0,"2020-S1º Semestre","Pós-2017"
2011,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",62336.998,0,0,0,"2011-S2º Semestre","Pré-2017"
2016,"1º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",61809.01,0,0,0,"2016-S1º Semestre","Pré-2017"
2012,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",61580.9,0,0,0,"2012-S2º Semestre","Pré-2017"
2022,"1º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",61353.614,0,0,0,"2022-S1º Semestre","Pós-2017"
2013,"1º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",59829.544,0,0,0,"2013-S1º Semestre","Pré-2017"
2018,"1º Semestre","Sudeste","Santos","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",56212.65,0,0,0,"2018-S1º Semestre","Pós-2017"
2015,"1º Semestre","Nordeste","Aracajú","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",54669.671,0,0,0,"2015-S1º Semestre","Pré-2017"
2018,"2º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",53243.03,0,0,0,"2018-S2º Semestre","Pós-2017"
2020,"1º Semestre","Centro-Oeste","Corumbá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",52931.88,0,0,0,"2020-S1º Semestre","Pós-2017"
2024,"2º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",52053.3,0,0,0,"2024-S2º Semestre","Pós-2017"
